,index,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109,MFR MDL CODE,YEAR MFR,NAME,AircraftType,EngineType,AircraftAge,AircraftManufacturer,AircraftModel,S_Hour_departure,S_Hour_arrival,day_of_week,label
2470,5668051,2019,4,12,5,4,2019-12-05,9E,20363,9E,N832AY,5253,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4680,558.0,-2.0,0.0,0.0,-1.0,0600-0659,49.0,647.0,742.0,8.0,4788,750.0,2.0,2.0,0.0,0.0,0700-0759,0.0,,0.0,108.0,112.0,55.0,1.0,266.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,6,7,3,188
2474,5353390,2019,4,12,5,4,2019-12-05,9E,20363,9E,N311PQ,4771,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4680,558.0,-2.0,0.0,0.0,-1.0,0600-0659,32.0,630.0,733.0,7.0,4790,740.0,-10.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,110.0,102.0,63.0,1.0,340.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,6,7,3,189
2478,5357806,2019,4,12,5,4,2019-12-05,9E,20363,9E,N308PQ,4893,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4680,602.0,2.0,2.0,0.0,0.0,0600-0659,28.0,630.0,905.0,5.0,4879,910.0,-9.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,139.0,128.0,95.0,1.0,740.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,6,9,3,190
2484,5217899,2019,4,12,5,4,2019-12-05,9E,20363,9E,N833AY,5073,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4680,605.0,5.0,5.0,0.0,0.0,0600-0659,12.0,617.0,659.0,5.0,4764,704.0,-20.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,84.0,59.0,42.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,6,7,3,191
2492,5219263,2019,4,12,5,4,2019-12-05,9E,20363,9E,N836AY,5115,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4680,549.0,-11.0,0.0,0.0,-1.0,0600-0659,13.0,602.0,649.0,26.0,4769,715.0,-14.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,89.0,86.0,47.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,6,7,3,192
2503,5222113,2019,4,12,5,4,2019-12-05,9E,20363,9E,N309PQ,5208,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4687,601.0,-6.0,0.0,0.0,-1.0,0600-0659,16.0,617.0,811.0,11.0,4830,822.0,-8.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,143.0,141.0,114.0,1.0,828.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,6,8,3,193
2514,5354563,2019,4,12,5,4,2019-12-05,9E,20363,9E,N935XJ,4803,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4710,630.0,0.0,0.0,0.0,0.0,0600-0659,26.0,656.0,803.0,18.0,4831,821.0,-10.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,121.0,111.0,67.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,6,8,3,194
2538,5356958,2019,4,12,5,4,2019-12-05,9E,20363,9E,N933XJ,4869,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4740,654.0,-6.0,0.0,0.0,-1.0,0700-0759,11.0,705.0,757.0,12.0,4838,809.0,-29.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,98.0,75.0,52.0,1.0,288.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,7,8,3,195
2539,5220507,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8683B,5158,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,4740,701.0,1.0,1.0,0.0,0.0,0700-0759,60.0,801.0,903.0,4.0,4842,907.0,25.0,25.0,1.0,1.0,0800-0859,0.0,,0.0,102.0,126.0,62.0,1.0,430.0,2,0.0,0.0,25.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,7,8,3,196
2547,5506362,2019,4,12,5,4,2019-12-05,9E,20363,9E,N907XJ,5264,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4748,704.0,-4.0,0.0,0.0,-1.0,0700-0759,27.0,731.0,844.0,5.0,4860,849.0,-11.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,112.0,105.0,73.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,7,9,3,197
2562,5505061,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8896A,4920,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4768,723.0,-5.0,0.0,0.0,-1.0,0700-0759,12.0,735.0,830.0,9.0,4860,839.0,-21.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,92.0,76.0,55.0,1.0,290.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,7,9,3,198
2593,5663957,2019,4,12,5,4,2019-12-05,9E,20363,9E,N937XJ,5419,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4824,818.0,-6.0,0.0,0.0,-1.0,0800-0859,45.0,903.0,950.0,11.0,4915,1001.0,6.0,6.0,0.0,0.0,0900-0959,0.0,,0.0,91.0,103.0,47.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,8,9,3,199
2635,5505595,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8683B,4947,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4870,942.0,32.0,32.0,1.0,2.0,0900-0959,12.0,954.0,1037.0,7.0,4944,1044.0,20.0,20.0,1.0,1.0,1000-1059,0.0,,0.0,74.0,62.0,43.0,1.0,184.0,1,0.0,0.0,0.0,0.0,20.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,9,10,3,200
2637,5220837,2019,4,12,5,4,2019-12-05,9E,20363,9E,N309PQ,5168,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,4873,912.0,-1.0,0.0,0.0,-1.0,0900-0959,18.0,930.0,1115.0,3.0,5024,1118.0,-26.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,151.0,126.0,105.0,1.0,718.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,9,11,3,201
2645,5218227,2019,4,12,5,4,2019-12-05,9E,20363,9E,N272PQ,5083,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4880,918.0,-2.0,0.0,0.0,-1.0,0900-0959,30.0,948.0,1042.0,10.0,4973,1052.0,-1.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,93.0,94.0,54.0,1.0,301.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,9,10,3,202
2671,5222676,2019,4,12,5,4,2019-12-05,9E,20363,9E,N330PQ,5224,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4912,946.0,-6.0,0.0,0.0,-1.0,0900-0959,11.0,957.0,1059.0,6.0,5009,1105.0,-24.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,97.0,79.0,62.0,1.0,340.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,9,11,3,203
2712,5356778,2019,4,12,5,4,2019-12-05,9E,20363,9E,N833AY,4864,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4944,1015.0,-9.0,0.0,0.0,-1.0,1000-1059,22.0,1037.0,1127.0,7.0,5040,1134.0,-26.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,96.0,79.0,50.0,1.0,264.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,10,12,3,204
2725,5355112,2019,4,12,5,4,2019-12-05,9E,20363,9E,N329PQ,4819,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4970,1044.0,-6.0,0.0,0.0,-1.0,1000-1059,19.0,1103.0,1339.0,7.0,5169,1346.0,-23.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,139.0,122.0,96.0,1.0,740.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,BANK OF UTAH TRUSTEE                              ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,10,14,3,205
2729,5221674,2019,4,12,5,4,2019-12-05,9E,20363,9E,N832AY,5195,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4975,1055.0,0.0,0.0,0.0,0.0,1000-1059,25.0,1120.0,1206.0,6.0,5054,1212.0,-2.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,79.0,77.0,46.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,10,12,3,206
2737,5220981,2019,4,12,5,4,2019-12-05,9E,20363,9E,N138EV,5171,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4985,1100.0,-5.0,0.0,0.0,-1.0,1100-1159,10.0,1110.0,1154.0,10.0,5062,1204.0,-18.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,77.0,64.0,44.0,1.0,213.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,11,12,3,207
2747,5506653,2019,4,12,5,4,2019-12-05,9E,20363,9E,N917XJ,5274,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4996,1116.0,0.0,0.0,0.0,0.0,1100-1159,17.0,1133.0,1239.0,5.0,5095,1244.0,-11.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,99.0,88.0,66.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,11,12,3,208
2749,5664272,2019,4,12,5,4,2019-12-05,9E,20363,9E,N279PQ,5428,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5000,1117.0,-3.0,0.0,0.0,-1.0,1100-1159,24.0,1141.0,1222.0,8.0,5084,1230.0,-14.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,84.0,73.0,41.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,11,12,3,209
2753,5663275,2019,4,12,5,4,2019-12-05,9E,20363,9E,N918XJ,5397,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5005,1121.0,-4.0,0.0,0.0,-1.0,1100-1159,17.0,1138.0,1244.0,6.0,5113,1250.0,-23.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,108.0,89.0,66.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,11,13,3,210
2754,5662411,2019,4,12,5,4,2019-12-05,9E,20363,9E,N301PQ,5372,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5007,1117.0,-10.0,0.0,0.0,-1.0,1100-1159,13.0,1130.0,1413.0,8.0,5208,1421.0,-27.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,141.0,124.0,103.0,1.0,765.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,11,14,3,211
2770,5219176,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8896A,5112,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5026,1137.0,-9.0,0.0,0.0,-1.0,1100-1159,20.0,1157.0,1250.0,5.0,5113,1255.0,-18.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,87.0,78.0,53.0,1.0,290.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,11,13,3,212
2796,5219780,2019,4,12,5,4,2019-12-05,9E,20363,9E,N906XJ,5129,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5055,1210.0,-5.0,0.0,0.0,-1.0,1200-1259,26.0,1236.0,1351.0,5.0,5170,1356.0,-14.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,115.0,106.0,75.0,1.0,509.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,14,3,213
2803,5220855,2019,4,12,5,4,2019-12-05,9E,20363,9E,N309PQ,5168,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5059,1209.0,-10.0,0.0,0.0,-1.0,1200-1259,14.0,1223.0,1359.0,5.0,5189,1404.0,-25.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,130.0,115.0,96.0,1.0,718.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,12,14,3,214
2825,5665420,2019,4,12,5,4,2019-12-05,9E,20363,9E,N937XJ,5482,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5080,1233.0,-7.0,0.0,0.0,-1.0,1200-1259,19.0,1252.0,1341.0,7.0,5167,1348.0,-19.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,87.0,75.0,49.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,12,14,3,215
2827,5356796,2019,4,12,5,4,2019-12-05,9E,20363,9E,N601LR,4865,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5081,1235.0,-6.0,0.0,0.0,-1.0,1200-1259,20.0,1255.0,1647.0,7.0,5354,1654.0,-20.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,213.0,199.0,172.0,1.0,1391.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,17,3,216
2832,5353504,2019,4,12,5,4,2019-12-05,9E,20363,9E,N676CA,4774,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5085,1232.0,-13.0,0.0,0.0,-1.0,1200-1259,11.0,1243.0,1333.0,27.0,5170,1400.0,-10.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,85.0,88.0,50.0,1.0,288.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,14,3,217
2837,5668298,2019,4,12,5,4,2019-12-05,9E,20363,9E,N907XJ,5532,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5094,1305.0,11.0,11.0,0.0,0.0,1200-1259,8.0,1313.0,1443.0,5.0,5220,1448.0,-12.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,126.0,103.0,90.0,1.0,665.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,15,3,218
2840,5664755,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8928A,5443,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5099,1257.0,-2.0,0.0,0.0,-1.0,1200-1259,10.0,1307.0,1351.0,9.0,5182,1400.0,-22.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,83.0,63.0,44.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,12,14,3,219
2850,5504415,2019,4,12,5,4,2019-12-05,9E,20363,9E,N8683B,4899,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5106,1301.0,-5.0,0.0,0.0,-1.0,1300-1359,13.0,1314.0,1403.0,6.0,5199,1409.0,-30.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,93.0,68.0,49.0,1.0,209.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,13,14,3,220
2860,5357030,2019,4,12,5,4,2019-12-05,9E,20363,9E,N931XJ,4871,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5126,1321.0,-5.0,0.0,0.0,-1.0,1300-1359,18.0,1339.0,1447.0,6.0,5234,1453.0,-21.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,108.0,92.0,68.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,13,15,3,221
2897,5662055,2019,4,12,5,4,2019-12-05,9E,20363,9E,N335PQ,5360,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5175,1414.0,-1.0,0.0,0.0,-1.0,1400-1459,25.0,1439.0,1522.0,13.0,5264,1535.0,-9.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,89.0,81.0,43.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,14,15,3,222
2902,5662222,2019,4,12,5,4,2019-12-05,9E,20363,9E,N933XJ,5366,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,5182,1417.0,-5.0,0.0,0.0,-1.0,1400-1459,12.0,1429.0,1511.0,2.0,5257,1513.0,-24.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,75.0,56.0,42.0,1.0,227.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,14,15,3,223
2913,5664797,2019,4,12,5,4,2019-12-05,9E,20363,9E,N331PQ,5444,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5190,1428.0,-2.0,0.0,0.0,-1.0,1400-1459,15.0,1443.0,1616.0,8.0,5311,1624.0,-7.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,121.0,116.0,93.0,1.0,589.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,BANK OF UTAH TRUSTEE                              ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,14,16,3,224
2920,5219429,2019,4,12,5,4,2019-12-05,9E,20363,9E,N833AY,5120,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,5202,1441.0,-1.0,0.0,0.0,-1.0,1400-1459,9.0,1450.0,1544.0,6.0,5302,1550.0,-32.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,100.0,69.0,54.0,1.0,266.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,14,16,3,225
